original,new_name,id3_title,status
"b223afb0-efa2-418f-8bf4-1cb4fcefc97d.mp3","31_CH_19_LE_VOLEUR_DE_FOUDRE","31_CH_19_LE_VOLEUR_DE_FOUDRE","✓"
"b2362065-e19a-4047-9002-a2f519410232.mp3","61e épisode_ où un petit garçon s_échappe","61e épisode, où un petit garçon s’échappe","✓"
"b421e782-6302-400c-baed-822f727da615.mp3","10_CH_07_LE_VOLEUR_DE_FOUDRE","10_CH_07_LE_VOLEUR_DE_FOUDRE","✓"
"ba08f3f5-383e-4de1-bdb3-06f0ecfdb22a.mp3","21_CH_14_LE_VOLEUR_DE_FOUDRE","21_CH_14_LE_VOLEUR_DE_FOUDRE","✓"
"bab0d41a-7ae3-4ba6-8d8a-79ef9d8b56e6.mp3","72e épisode_ où Ulysse se retrouve totalement seul","72e épisode, où Ulysse se retrouve totalement seul","✓"
"bc5e53ac-2673-4dbc-95ab-62147e8edb19.mp3","49e épisode_ où Ulysse fait la douloureuse expérience de ","49e épisode, où Ulysse fait la douloureuse expérience de la trahison","✓"
"be5182ca-7ea9-4457-8632-2ee417daab25.mp3","35_CH_22_LE_VOLEUR_DE_FOUDRE","35_CH_22_LE_VOLEUR_DE_FOUDRE ","✓"
"bf4455cd-b14b-4b6c-9185-ac5d358e721e.mp3","26e épisode_ où Achille laisse couler ses larmes pour la p","26e épisode, où Achille laisse couler ses larmes pour la première fois","✓"
"bfb16e33-71f5-441d-9355-4c05c5b382bf.mp3","46e épisode_ au cours duquel Ulysse aux mille ruses gagne u","46e épisode, au cours duquel Ulysse aux mille ruses gagne une partie","✓"
"c04cb339-1639-4db5-aacb-ae4668f35635.mp3","04_CH_03_LE_VOLEUR_DE_FOUDRE","04_CH_03_LE_VOLEUR_DE_FOUDRE","✓"
"c105f71f-0721-4878-8e78-376c947ca346.mp3","18e épisode_ où se joue le destin d_Iphigénie","18e épisode, où se joue le destin d’Iphigénie","✓"
"c52b3756-0d04-4fe5-be81-f3212cfb6fa4.mp3","13_CH_09_LE_VOLEUR_DE_FOUDRE","13_CH_09_LE_VOLEUR_DE_FOUDRE","✓"
"c5d4107f-0737-45b4-8ff1-31815e49aa12.mp3","63e épisode_ où l_on revoit un petit garçon devenu grand","63e épisode, où l’on revoit un petit garçon devenu grand","✓"
"c67f502e-ad1a-4b04-9d4d-480731d92918.mp3","79e épisode_ où une fille de roi recueille un naufragé","79e épisode, où une fille de roi recueille un naufragé","✓"
"c6ae49f5-c680-4d1b-b34d-af3d0aff73b1.mp3","22_CH_15_LE_VOLEUR_DE_FOUDRE","22_CH_15_LE_VOLEUR_DE_FOUDRE","✓"
"cbf04fee-fa83-431e-86d6-aaaff3b1b943.mp3","29_CH_18_LE_VOLEUR_DE_FOUDRE","29_CH_18_LE_VOLEUR_DE_FOUDRE","✓"
"cc751f35-d58d-48e8-b3d6-d62e489681cb.mp3","05_CH_04_LE_VOLEUR_DE_FOUDRE","05_CH_04_LE_VOLEUR_DE_FOUDRE","✓"
"cff9099e-c9a8-40ae-9fe3-0f4cfeccf629.mp3","24e épisode_ au cours duquel une pluie de flèches décime ","24e épisode, au cours duquel une pluie de flèches décime le camp des Grecs","✓"
"d3c366f4-4f14-4955-9beb-7d49f3841f6b.mp3","22_CH_15_LE_VOLEUR_DE_FOUDRE","22_CH_15_LE_VOLEUR_DE_FOUDRE","✓"
"d4325f9e-07df-4fda-8106-da27085fe932.mp3","65e épisode_ où Oreste revoit sa mère","65e épisode, où Oreste revoit sa mère","✓"
"d55930bc-683b-4bc0-a273-b406b123a05a.mp3","81e épisode_ dans lequel la vérité est bonne à dire","81e épisode, dans lequel la vérité est bonne à dire","✓"
"d56f6b22-deac-4261-9f69-432c8ce4f923.mp3","22e épisode_ où l_ambassade de la dernière chance échoue","22e épisode, où l’ambassade de la dernière chance échoue","✓"
"d61c57ee-bf41-43c2-a43f-074a082b61bb.mp3","97e épisode_ où Ulysse repart pour accomplir son destin","97e épisode, où Ulysse repart pour accomplir son destin","✓"
"d8770636-4a39-4d57-94b5-9a58597a5aad.mp3","24_CH_16_LE_VOLEUR_DE_FOUDRE","24_CH_16_LE_VOLEUR_DE_FOUDRE","✓"
"d92320ce-7647-4fda-abd3-c88548fb020d.mp3","32_CH_20_LE_VOLEUR_DE_FOUDRE","32_CH_20_LE_VOLEUR_DE_FOUDRE","✓"
"dae4b1a6-0d75-4e81-8906-9d32e1aecf24.mp3","9e épisode_ ce qui_ pendant ce temps_ se trame sur l_Olympe","9e épisode, ce qui, pendant ce temps, se trame sur l’Olympe","✓"
"dc8c48e0-341e-4fa2-8d60-7d6ff215b2ef.mp3","87e épisode_ au cours duquel Pénélope discute avec un ét","87e épisode, au cours duquel Pénélope discute avec un étrange mendiant","✓"
"e0724ee8-0246-4d62-99e5-bace0b743272.mp3","28e épisode_ au cours duquel Ulysse et Hector se découvren","28e épisode, au cours duquel Ulysse et Hector se découvrent une réelle sympathie","✓"
"e0e19c05-e866-43fb-9e88-9afc0b6eb11b.mp3","02_CH_02_LE_VOLEUR_DE_FOUDRE","02_CH_02_LE_VOLEUR_DE_FOUDRE","✓"
"e2325b50-d95e-4d1e-ad92-f9c79baf9797.mp3","11e épisode_ où les dieux s_en remettent au jugement d_un ","11e épisode, où les dieux s’en remettent au jugement d’un petit berger","✓"
